Date,Location,AQI,SO2,NO2,O3,CO,C6H6,PM10,PM2.5,Pb,Arsen,Cadmiu,Nichel,Benzo(a)pyrene
2022-02-20,Resita,66.11,281.14,66.15,67.27,3.88,3.38,3.5,10.04,0.02,4.27,1.06,5.37,0.35
2022-02-21,Resita,48.06,134.07,163.86,92.98,9.56,3.3,4.94,16.25,0.46,4.64,0.42,11.8,0.98
2022-02-22,Resita,56.19,4.62,118.29,9.4,8.89,3.86,48.11,8.45,0.24,1.27,3.38,12.7,0.85
2022-02-23,Resita,47.85,233.84,156.44,50.35,9.58,0.91,33.58,22.53,0.42,0.9,3.15,11.71,0.46
2022-02-24,Resita,49.83,36.34,59.81,81.42,3.82,3.47,28.61,14.12,0.45,1.44,1.41,1.86,0.78
2022-02-25,Resita,39.64,216.82,129.22,27.57,2.1,4.78,38.18,17.8,0.24,0.09,2.84,3.59,0.71
2022-02-26,Resita,56.46,220.67,80.79,59.09,4.58,0.83,2.95,18.75,0.21,1.59,0.24,18.22,0.6
2022-02-27,Resita,54.69,308.79,22.79,104.58,3.73,3.3,12.49,6.92,0.31,3.95,3.49,4.46,0.28
2022-02-28,Resita,51.08,111.0,102.48,12.36,2.04,2.51,36.55,23.53,0.49,1.68,0.74,16.67,0.27
2022-03-01,Resita,51.87,203.27,135.64,91.58,4.37,4.46,1.18,9.97,0.21,3.97,0.46,9.89,0.51
2022-03-02,Resita,52.14,207.5,170.29,84.53,5.2,1.97,12.35,10.0,0.28,4.0,1.06,9.18,0.71
2022-03-03,Resita,59.56,42.75,64.48,85.48,3.84,2.42,27.35,6.98,0.04,5.65,4.73,19.01,0.87
2022-03-04,Resita,57.22,124.95,182.69,92.7,4.9,1.69,6.1,21.83,0.36,0.75,1.95,11.61,0.61
2022-03-05,Resita,51.42,20.35,43.95,37.06,1.73,0.26,44.0,6.99,0.27,2.46,2.09,17.42,0.42
2022-03-06,Resita,50.08,194.6,80.41,12.09,0.95,0.74,20.81,17.79,0.49,4.77,1.38,5.25,0.32
2022-03-07,Resita,50.32,339.28,124.22,22.98,7.84,1.43,47.3,10.47,0.01,5.46,3.87,18.25,0.03
2022-03-08,Resita,52.05,296.3,15.29,8.64,9.95,1.74,45.52,22.47,0.17,1.77,1.41,16.92,0.52
2022-03-09,Resita,42.49,51.97,136.92,83.95,3.0,1.53,47.01,23.56,0.02,2.63,3.57,14.56,0.34
2022-03-10,Resita,47.63,107.52,9.28,56.38,1.41,3.59,35.19,10.15,0.12,4.37,2.68,17.27,0.96
2022-03-11,Resita,64.89,278.75,122.54,55.72,2.53,1.48,32.67,12.48,0.03,3.24,2.22,18.69,0.8
2022-03-12,Resita,53.19,92.52,140.41,89.04,7.51,3.08,3.2,14.28,0.2,3.25,1.55,16.3,0.15
2022-03-13,Resita,55.79,154.05,55.17,67.44,6.11,4.37,39.61,8.6,0.15,0.6,0.88,15.41,0.29
2022-03-14,Resita,49.07,44.82,142.79,115.02,5.35,1.43,5.84,15.97,0.11,2.69,2.23,14.77,0.84
2022-03-15,Resita,41.34,130.87,176.49,12.48,2.1,2.69,9.79,10.38,0.0,5.24,1.22,13.93,0.89
2022-03-16,Resita,48.2,323.33,119.89,15.36,6.59,0.07,40.82,21.22,0.02,5.48,3.52,17.78,0.05
2022-03-17,Resita,47.12,160.3,94.44,75.7,9.72,3.51,27.44,17.68,0.34,2.48,4.85,7.86,0.2
2022-03-18,Resita,36.55,102.46,94.42,11.47,0.58,1.59,36.77,18.69,0.34,3.89,1.53,11.72,0.54
2022-03-19,Resita,50.81,77.76,105.25,92.83,3.13,0.12,38.87,22.78,0.4,2.2,3.69,8.7,0.85
2022-03-20,Resita,45.04,153.09,152.04,96.95,9.54,0.2,0.26,14.24,0.16,5.01,0.53,2.12,0.19
2022-03-21,Resita,46.1,274.69,137.13,39.3,6.59,2.35,48.42,21.85,0.2,5.61,1.04,15.18,0.25
2022-03-22,Resita,46.57,340.51,176.13,48.9,4.91,4.48,15.09,12.08,0.34,3.68,4.81,7.78,0.33
2022-03-23,Resita,44.18,196.14,128.21,41.66,4.99,1.83,29.6,6.36,0.23,4.34,1.87,17.4,0.81
2022-03-24,Resita,49.15,176.68,36.24,24.53,7.51,1.17,31.91,5.08,0.03,1.47,2.23,3.88,0.17
2022-03-25,Resita,50.4,44.23,120.16,107.54,7.54,1.4,31.74,2.03,0.02,4.76,3.23,16.52,0.98
2022-03-26,Resita,62.43,272.39,141.04,57.22,2.28,0.86,32.58,19.41,0.45,0.94,1.56,5.22,0.21
2022-03-27,Resita,35.36,298.22,34.77,36.86,2.7,2.0,39.22,7.05,0.14,5.78,3.47,0.74,0.11
2022-03-28,Resita,40.8,243.46,136.4,91.81,0.42,2.64,14.1,13.8,0.48,5.35,3.17,5.5,0.41
2022-03-29,Resita,38.1,7.4,103.39,47.5,8.43,4.55,34.84,15.87,0.03,1.05,0.29,18.73,0.12
2022-03-30,Resita,43.8,94.19,68.92,118.75,0.16,3.88,35.1,21.33,0.39,0.01,0.91,15.67,0.55
2022-03-31,Resita,49.93,327.11,120.4,42.81,6.33,2.2,1.34,5.55,0.08,4.3,0.0,15.4,0.23
2022-04-01,Resita,55.25,195.51,77.99,76.38,4.09,0.18,19.09,14.68,0.18,3.63,4.04,1.23,0.74
2022-04-02,Resita,38.1,126.21,89.62,72.86,1.74,3.2,10.85,7.79,0.21,1.47,0.52,2.2,0.99
2022-04-03,Resita,45.45,110.46,43.71,21.88,5.8,0.49,46.11,24.16,0.05,2.63,1.41,3.81,0.5
2022-04-04,Resita,42.61,59.62,194.82,41.59,1.21,2.78,4.02,6.12,0.04,2.5,0.47,6.34,0.98
2022-04-05,Resita,49.68,34.43,69.3,112.91,6.87,3.01,21.13,15.32,0.12,5.37,2.81,12.74,0.56
2022-04-06,Resita,68.46,277.81,73.59,14.15,9.93,4.93,41.28,9.86,0.0,5.84,2.76,5.25,0.4
2022-04-07,Resita,38.93,255.46,117.65,50.86,1.41,0.71,18.59,19.76,0.19,3.24,1.7,4.9,0.93
2022-04-08,Resita,57.56,148.78,113.78,78.9,6.64,4.52,6.32,0.44,0.19,4.21,2.85,18.44,0.84
2022-04-09,Resita,59.51,97.69,18.57,83.05,3.18,4.9,22.56,10.81,0.25,5.81,3.67,9.34,0.42
2022-04-10,Resita,45.62,117.02,67.33,61.72,0.28,2.28,19.66,6.05,0.43,0.08,2.76,14.07,0.79
2022-04-11,Resita,46.34,0.95,62.9,37.28,8.71,1.1,31.24,8.83,0.26,2.35,1.21,2.88,0.83
2022-04-12,Resita,45.97,96.71,58.87,4.23,2.47,4.15,14.35,4.71,0.11,4.52,4.38,6.97,0.43
2022-04-13,Resita,45.45,36.82,149.91,22.31,9.94,0.9,4.78,15.4,0.25,5.77,1.75,5.54,0.79
2022-04-14,Resita,41.32,44.69,94.61,30.74,1.43,2.05,43.87,9.74,0.36,1.93,4.28,12.66,0.67
2022-04-15,Resita,56.21,129.89,29.96,83.2,3.56,3.19,7.45,18.05,0.25,5.59,2.09,15.32,0.1
2022-04-16,Resita,61.12,318.57,117.07,104.61,2.78,4.84,35.56,10.21,0.25,1.34,4.83,12.34,0.68
2022-04-17,Resita,44.57,237.03,37.73,28.37,5.78,2.05,40.8,1.41,0.4,4.51,1.94,3.02,0.56
2022-04-18,Resita,41.95,240.13,108.96,74.98,8.98,1.91,42.59,8.59,0.24,5.11,2.54,8.7,0.39
2022-04-19,Resita,60.0,219.32,94.81,49.8,0.81,4.44,49.51,12.58,0.14,3.87,4.75,1.96,0.7
2022-04-20,Resita,34.53,190.03,135.14,64.84,3.31,3.13,38.53,18.0,0.26,1.59,3.89,1.84,0.63
2022-04-21,Resita,31.67,332.91,120.66,47.84,7.6,3.26,42.89,20.34,0.44,0.94,4.21,18.53,0.83
2022-04-22,Resita,41.22,245.28,45.2,74.22,0.6,4.0,17.12,7.85,0.07,5.28,0.14,12.64,0.11
2022-04-23,Resita,43.2,245.39,59.82,52.23,2.86,4.65,47.82,22.88,0.08,1.41,3.29,14.66,0.4
2022-04-24,Resita,48.71,119.21,0.77,3.17,3.23,4.75,15.13,2.34,0.15,1.55,1.14,15.97,0.45
2022-04-25,Resita,56.17,164.67,104.23,15.55,7.99,3.21,11.83,7.01,0.12,2.79,0.42,1.51,0.92
2022-04-26,Resita,55.16,66.8,67.35,94.69,6.03,2.79,41.16,4.61,0.08,1.52,0.03,8.61,0.47
2022-04-27,Resita,47.39,250.37,130.39,49.07,5.88,3.3,36.28,1.43,0.43,4.97,4.86,11.2,0.11
2022-04-28,Resita,58.06,206.05,181.61,30.18,6.54,3.54,19.64,18.08,0.33,1.31,1.43,16.82,0.83
2022-04-29,Resita,56.84,135.29,97.06,102.49,3.08,1.23,49.73,5.22,0.2,5.5,2.67,10.6,0.27
2022-04-30,Resita,51.99,75.15,25.66,89.69,0.13,4.47,13.34,16.41,0.04,1.53,0.36,10.97,0.64
2022-05-01,Resita,58.34,11.56,30.09,4.03,5.24,2.52,42.04,0.86,0.24,1.7,0.27,19.02,0.24
2022-05-02,Resita,46.64,70.88,174.13,43.89,2.99,4.77,33.83,21.73,0.5,2.41,2.76,4.68,0.35
2022-05-03,Resita,58.06,105.81,31.54,110.73,0.95,1.12,45.38,19.47,0.19,4.32,1.51,14.5,0.45
2022-05-04,Resita,48.44,22.46,96.16,7.47,4.52,0.22,37.58,3.48,0.04,3.87,3.05,16.28,0.05
2022-05-05,Resita,52.92,309.11,93.77,3.7,7.71,0.7,17.37,4.3,0.35,4.97,2.49,1.05,0.28
2022-05-06,Resita,41.56,18.56,39.15,11.44,1.32,3.22,23.71,4.44,0.32,5.38,4.64,5.74,0.02
2022-05-07,Resita,49.88,196.35,9.29,112.1,9.49,4.71,16.5,14.4,0.43,0.18,0.34,4.05,0.1
2022-05-08,Resita,35.37,235.52,122.92,0.01,0.8,1.26,19.56,15.01,0.37,5.8,3.48,17.89,0.32
2022-05-09,Resita,49.13,140.95,119.21,65.13,2.66,4.82,29.01,8.42,0.49,2.31,2.73,3.3,0.14
2022-05-10,Resita,50.26,313.98,135.65,68.47,3.13,2.12,4.63,24.66,0.48,5.09,4.97,1.55,0.65
2022-05-11,Resita,59.79,100.19,110.46,20.63,3.78,0.81,0.49,16.39,0.16,4.55,4.83,0.97,0.48
2022-05-12,Resita,62.53,340.39,29.59,85.34,0.77,1.0,9.39,14.77,0.41,5.46,3.6,7.59,0.67
2022-05-13,Resita,49.52,239.1,9.21,27.77,6.4,0.56,18.66,14.97,0.17,4.04,4.02,18.67,0.16
2022-05-14,Resita,52.88,44.29,30.54,69.37,9.24,4.15,41.73,8.23,0.24,4.61,1.67,14.56,0.63
2022-05-15,Resita,56.68,162.7,69.89,23.87,9.15,1.74,5.93,19.98,0.11,2.97,0.87,12.11,0.97
2022-05-16,Resita,63.59,333.62,120.22,89.87,4.75,3.67,20.66,12.13,0.28,3.02,2.44,7.11,0.29
2022-05-17,Resita,39.59,168.28,31.42,16.01,0.55,0.84,18.2,7.44,0.29,5.57,4.05,1.83,0.56
2022-05-18,Resita,50.42,49.84,149.27,33.84,5.17,2.46,4.47,5.47,0.36,2.61,0.58,7.04,0.77
2022-05-19,Resita,41.39,52.54,27.82,74.4,6.9,2.48,20.79,7.02,0.11,3.02,0.6,15.16,0.4
2022-05-20,Resita,49.31,202.75,50.16,59.73,0.87,4.14,16.24,0.34,0.03,1.03,4.13,6.43,0.28
2022-05-21,Resita,47.78,347.98,133.15,67.52,4.18,4.33,41.89,10.56,0.4,2.3,4.58,12.38,0.06
2022-05-22,Resita,60.67,240.55,143.37,11.22,9.92,4.97,21.94,17.77,0.39,2.97,3.2,8.78,0.71
2022-05-23,Resita,47.47,264.16,48.58,49.13,5.66,1.01,24.45,6.09,0.37,5.1,3.16,18.66,0.79
2022-05-24,Resita,56.75,218.97,26.24,101.13,8.54,2.47,31.26,8.95,0.37,3.23,4.94,16.03,0.14
2022-05-25,Resita,66.42,272.07,8.42,7.67,3.35,1.32,41.68,7.55,0.05,5.03,1.28,3.65,0.93
2022-05-26,Resita,60.22,328.4,151.01,89.16,2.52,0.58,11.17,23.32,0.41,3.38,4.42,1.06,0.31
2022-05-27,Resita,55.2,36.2,23.29,70.51,2.85,3.18,8.47,3.55,0.06,4.17,4.34,10.34,0.38
2022-05-28,Resita,44.37,270.87,69.25,90.4,2.87,1.52,41.93,18.89,0.04,2.94,2.49,6.99,0.37
2022-05-29,Resita,34.84,346.03,79.64,18.43,4.81,3.98,5.8,21.59,0.19,5.59,3.75,3.65,0.6
2022-05-30,Resita,53.02,166.38,1.33,21.56,1.42,1.03,41.43,5.1,0.1,2.37,3.23,8.53,0.5
2022-05-31,Resita,47.46,184.52,181.5,81.56,1.64,2.87,22.55,16.39,0.03,2.12,1.33,7.65,0.57
2022-06-01,Resita,58.69,273.3,193.68,114.56,1.57,1.41,13.61,17.73,0.36,1.45,4.56,13.31,0.57
2022-06-02,Resita,46.28,297.3,165.94,19.91,1.0,3.41,35.98,13.76,0.02,1.45,1.55,0.26,0.42
2022-06-03,Resita,50.71,269.12,38.63,117.63,2.02,0.95,48.21,3.51,0.18,1.27,2.78,1.63,0.33
2022-06-04,Resita,52.56,132.79,71.87,33.68,6.35,3.19,15.62,23.55,0.32,0.75,4.83,2.49,0.4
2022-06-05,Resita,43.72,147.89,3.74,0.12,1.22,1.15,48.26,14.08,0.41,4.72,0.75,7.11,0.64
2022-06-06,Resita,37.07,192.74,175.89,28.99,7.79,2.66,24.66,6.25,0.4,0.18,0.91,16.59,0.08
2022-06-07,Resita,41.79,202.07,62.92,63.24,7.41,4.25,42.5,1.18,0.01,2.05,1.66,17.93,0.44
2022-06-08,Resita,48.32,159.23,192.6,52.28,5.39,2.14,39.1,23.82,0.02,1.08,3.5,14.83,0.37
2022-06-09,Resita,49.37,322.38,184.63,44.7,3.27,3.26,10.98,11.25,0.19,1.22,2.55,9.61,0.68
2022-06-10,Resita,54.38,163.23,25.83,8.21,9.99,1.59,1.6,3.81,0.04,0.54,1.78,2.58,0.64
2022-06-11,Resita,39.47,316.53,69.06,74.93,7.76,3.91,7.73,19.58,0.19,5.0,1.65,16.38,0.54
2022-06-12,Resita,51.84,7.37,148.57,66.56,2.84,3.34,23.77,1.82,0.15,0.41,3.18,1.42,0.53
2022-06-13,Resita,45.24,194.83,193.21,64.82,5.09,2.4,27.39,19.68,0.06,5.8,3.16,6.78,0.0
2022-06-14,Resita,37.58,94.5,42.47,65.9,7.69,2.14,26.84,10.7,0.34,5.44,4.96,2.09,0.57
2022-06-15,Resita,58.86,93.32,9.78,107.28,1.93,1.53,49.48,14.86,0.16,0.35,1.9,4.89,0.59
2022-06-16,Resita,48.33,99.91,11.83,50.85,1.94,3.34,42.58,8.5,0.28,3.71,2.91,3.1,0.05
2022-06-17,Resita,56.87,241.5,133.55,83.31,9.6,4.87,34.49,5.83,0.01,2.3,0.37,19.63,0.36
2022-06-18,Resita,36.82,12.14,189.52,14.71,8.92,4.15,22.72,14.45,0.35,4.97,3.3,14.06,0.43
2022-06-19,Resita,65.7,244.12,87.08,113.82,0.0,3.68,4.35,2.14,0.1,4.39,4.71,14.07,0.73
2022-06-20,Resita,50.89,183.7,39.89,106.96,4.29,0.31,33.14,23.31,0.15,4.37,3.52,11.99,0.13
2022-06-21,Resita,56.15,102.33,65.41,89.22,1.97,0.41,15.06,11.87,0.04,4.79,0.93,10.49,0.17
2022-06-22,Resita,58.08,1.75,166.96,20.98,3.46,2.67,4.68,11.93,0.19,3.57,3.34,5.98,0.74
2022-06-23,Resita,48.66,111.99,29.51,21.65,7.77,0.44,27.93,20.13,0.14,2.24,1.21,13.87,0.65
2022-06-24,Resita,42.63,314.2,14.21,26.85,9.05,1.9,35.89,1.16,0.11,3.64,3.39,4.76,0.14
2022-06-25,Resita,56.25,95.0,17.81,53.02,3.62,0.49,33.52,4.81,0.11,1.8,2.33,5.96,0.39
2022-06-26,Resita,54.99,22.67,134.37,40.43,4.12,0.77,31.77,10.32,0.26,3.87,0.52,10.92,0.01
2022-06-27,Resita,49.75,94.33,52.59,107.8,7.61,2.88,44.13,7.22,0.33,0.54,1.97,5.47,0.11
2022-06-28,Resita,52.22,132.52,23.17,81.06,9.75,2.4,14.14,17.75,0.23,2.4,3.31,14.46,0.9
2022-06-29,Resita,59.68,206.01,41.47,108.39,1.93,3.16,25.7,8.17,0.07,5.49,1.14,3.73,0.96
2022-06-30,Resita,49.34,209.73,120.51,15.02,6.95,2.94,35.49,2.55,0.18,0.31,2.1,2.94,0.84
2022-07-01,Resita,44.83,291.0,11.5,1.1,4.8,0.48,10.04,5.5,0.27,4.52,1.12,6.44,0.68
2022-07-02,Resita,39.98,76.81,67.93,65.85,4.61,4.67,40.83,6.59,0.5,2.89,1.25,16.37,0.69
2022-07-03,Resita,50.36,28.42,80.8,6.5,9.59,1.98,41.43,5.45,0.05,5.0,0.41,5.06,0.08
2022-07-04,Resita,52.93,211.08,134.7,108.18,7.62,2.4,30.48,6.29,0.08,5.91,3.95,1.58,0.86
2022-07-05,Resita,47.73,80.7,2.87,10.38,4.88,0.26,48.06,21.47,0.33,2.27,1.89,7.49,0.0
2022-07-06,Resita,52.48,98.37,151.09,105.58,7.5,0.61,11.59,7.55,0.02,1.23,1.82,13.62,0.45
2022-07-07,Resita,49.27,250.12,84.29,10.83,3.36,0.86,26.12,24.85,0.08,4.51,4.93,7.07,0.96
2022-07-08,Resita,33.95,52.29,77.86,17.23,6.05,2.87,17.1,0.59,0.45,1.96,2.57,14.01,0.56
2022-07-09,Resita,42.65,271.06,59.97,7.96,9.24,1.03,30.11,13.21,0.35,3.12,2.69,4.47,0.97
2022-07-10,Resita,48.28,294.9,92.41,70.37,8.77,1.32,10.63,2.84,0.47,2.29,4.12,17.36,0.8
2022-07-11,Resita,45.18,199.12,77.81,25.21,2.44,1.8,23.48,16.82,0.39,1.02,1.81,9.29,0.2
2022-07-12,Resita,50.06,263.07,159.17,94.99,7.83,2.32,19.1,10.05,0.31,2.49,4.56,17.85,0.5
2022-07-13,Resita,42.11,241.3,25.35,56.96,0.16,1.47,44.5,2.0,0.43,1.41,1.03,14.82,0.15
2022-07-14,Resita,52.48,88.31,25.23,55.59,3.74,1.31,39.79,22.76,0.02,3.9,1.14,5.01,0.14
2022-07-15,Resita,30.87,257.34,17.53,118.91,0.16,0.8,37.79,20.7,0.41,2.31,3.12,0.63,0.38
2022-07-16,Resita,56.19,261.05,196.34,72.5,4.26,4.92,27.47,21.89,0.39,2.7,3.26,14.23,0.57
2022-07-17,Resita,61.42,298.32,89.39,4.0,3.31,4.16,0.55,16.78,0.09,4.86,1.95,5.52,0.64
2022-07-18,Resita,55.2,286.46,159.24,113.19,4.2,2.39,2.06,5.09,0.21,6.0,1.29,5.14,0.34
2022-07-19,Resita,59.86,164.36,140.03,112.7,2.89,4.33,18.37,5.08,0.43,3.31,3.57,15.26,0.5
2022-07-20,Resita,50.98,124.54,69.45,48.03,3.17,0.08,32.21,24.03,0.36,1.04,3.87,13.83,0.37
2022-07-21,Resita,45.56,192.6,116.93,33.93,6.84,0.42,19.57,4.77,0.05,3.43,4.76,14.53,0.17
2022-07-22,Resita,55.58,189.59,34.8,34.39,7.3,1.42,42.56,19.52,0.43,1.16,1.52,9.24,0.92
2022-07-23,Resita,58.25,94.02,75.77,87.09,3.79,1.17,24.05,20.92,0.41,3.13,2.28,16.83,0.42
2022-07-24,Resita,63.87,245.4,72.9,23.83,7.61,0.56,33.8,9.56,0.49,3.41,1.26,12.14,0.37
2022-07-25,Resita,31.86,150.59,121.28,91.06,0.19,3.45,31.89,19.58,0.44,5.68,0.29,2.84,0.63
2022-07-26,Resita,39.27,140.26,132.98,106.68,3.23,0.5,15.68,16.89,0.02,5.65,1.52,6.73,0.23
2022-07-27,Resita,52.19,243.13,100.11,67.23,4.32,3.46,38.99,23.69,0.38,3.81,3.35,19.82,0.34
2022-07-28,Resita,47.19,184.85,80.48,12.91,9.92,1.5,23.79,9.01,0.48,5.71,1.57,16.33,0.29
2022-07-29,Resita,60.67,39.39,24.4,56.09,0.89,0.49,41.76,8.93,0.41,0.35,2.42,18.94,0.55
2022-07-30,Resita,50.98,300.27,119.86,47.48,1.88,4.28,33.52,24.04,0.47,5.34,2.25,5.89,0.52
2022-07-31,Resita,49.09,227.26,59.72,66.58,2.83,2.23,34.94,9.94,0.2,3.78,2.99,11.2,0.97
2022-08-01,Resita,46.54,59.55,77.42,58.38,6.88,0.65,42.12,10.87,0.32,1.2,0.36,11.23,0.77
2022-08-02,Resita,56.66,265.07,45.52,55.35,9.03,2.43,18.79,11.24,0.32,5.98,2.99,1.17,0.71
2022-08-03,Resita,49.84,99.59,117.74,48.47,4.27,4.12,8.14,7.04,0.23,2.9,1.18,1.8,0.03
2022-08-04,Resita,49.36,302.02,92.33,30.66,1.83,3.13,41.95,7.1,0.5,0.94,0.34,8.9,0.24
2022-08-05,Resita,50.19,65.3,151.16,64.32,1.72,1.94,36.73,10.13,0.41,3.46,2.93,11.19,0.86
2022-08-06,Resita,40.44,269.81,108.09,105.83,6.41,2.86,19.69,5.2,0.09,0.43,1.5,19.26,0.05
2022-08-07,Resita,56.9,159.83,155.36,79.09,9.57,4.03,35.91,5.02,0.39,1.53,2.57,9.29,0.65
2022-08-08,Resita,54.6,268.67,103.96,58.34,8.95,4.2,40.55,6.6,0.16,0.64,0.86,18.32,0.37
2022-08-09,Resita,39.09,124.69,53.04,86.04,7.45,0.38,23.34,13.52,0.5,0.09,4.88,0.26,0.62
2022-08-10,Resita,52.15,270.84,51.45,37.79,9.94,0.0,14.06,14.24,0.27,2.98,2.83,6.6,0.51
2022-08-11,Resita,44.2,130.57,158.63,72.65,3.91,0.25,28.34,24.7,0.05,1.79,3.54,17.65,0.76
2022-08-12,Resita,44.44,234.94,86.35,69.34,5.01,1.1,48.07,22.74,0.02,0.65,2.94,9.84,0.22
2022-08-13,Resita,47.53,162.28,21.84,62.66,2.17,0.07,19.49,12.09,0.38,2.51,3.75,6.2,0.18
2022-08-14,Resita,50.03,114.31,13.9,28.81,4.11,1.58,22.22,12.15,0.05,3.6,2.32,2.63,0.89
2022-08-15,Resita,55.07,234.19,15.52,29.47,8.23,2.03,28.9,0.38,0.09,3.98,0.13,1.14,0.98
2022-08-16,Resita,53.91,284.81,97.22,66.63,7.15,0.69,41.32,22.71,0.26,3.87,3.64,10.42,0.5
2022-08-17,Resita,47.63,347.28,42.86,23.81,0.06,1.83,22.52,1.54,0.35,4.39,4.61,13.61,0.81
2022-08-18,Resita,48.92,255.55,131.72,42.54,2.73,2.81,13.77,0.64,0.49,5.0,1.13,3.18,0.81
2022-08-19,Resita,57.9,18.57,86.79,57.42,1.8,1.13,44.78,21.12,0.0,4.39,4.61,14.42,0.38
2022-08-20,Resita,61.36,190.61,14.89,40.16,7.35,3.39,1.5,15.08,0.05,1.53,2.86,11.16,0.49
2022-08-21,Resita,45.95,26.11,128.56,51.49,2.45,4.02,31.51,12.34,0.08,5.57,1.92,9.46,0.02
2022-08-22,Resita,53.66,270.14,65.98,53.01,3.31,1.66,47.24,7.15,0.18,0.45,0.44,17.18,0.9
2022-08-23,Resita,50.37,36.81,2.76,48.85,2.42,1.64,9.33,7.98,0.15,0.78,0.65,19.29,0.52
2022-08-24,Resita,59.39,247.73,52.87,77.44,0.17,0.69,3.39,0.63,0.12,0.31,1.02,13.72,0.14
2022-08-25,Resita,46.69,11.56,57.86,75.79,5.18,2.7,17.18,17.02,0.32,2.24,3.75,16.26,0.08
2022-08-26,Resita,52.36,181.59,20.92,3.93,9.94,4.78,42.49,24.02,0.14,0.72,0.43,18.38,0.74
2022-08-27,Resita,50.71,321.55,22.14,97.15,0.27,1.61,4.22,17.59,0.21,1.68,1.5,16.16,0.0
2022-08-28,Resita,57.63,241.95,149.53,116.82,3.56,2.05,23.09,12.73,0.4,3.62,0.22,3.46,0.73
2022-08-29,Resita,47.24,146.58,127.79,2.84,2.6,1.88,15.52,0.65,0.42,2.76,1.88,4.54,0.89
2022-08-30,Resita,44.02,56.77,39.52,33.82,7.99,4.03,10.65,19.84,0.06,5.23,3.76,14.64,0.4
2022-08-31,Resita,54.84,229.01,12.08,110.86,2.29,0.03,6.22,14.9,0.08,5.96,1.09,9.06,0.2
2022-09-01,Resita,48.74,343.11,52.49,54.84,7.03,2.41,25.22,14.3,0.24,4.99,0.52,12.56,0.8
2022-09-02,Resita,49.18,187.6,79.57,46.61,5.54,2.47,25.76,2.86,0.08,1.18,0.97,2.73,0.2
2022-09-03,Resita,39.7,112.76,157.26,31.68,6.64,2.68,13.51,15.76,0.2,3.5,1.73,2.11,0.85
2022-09-04,Resita,47.55,348.25,109.02,34.29,2.36,4.68,30.2,17.2,0.46,1.23,3.05,18.92,0.1
2022-09-05,Resita,46.31,21.67,5.52,87.75,8.53,4.8,34.27,19.56,0.22,1.54,2.31,16.22,0.18
2022-09-06,Resita,44.3,296.43,6.35,22.05,6.72,1.37,34.83,2.74,0.29,5.01,3.63,15.99,0.42
2022-09-07,Resita,48.31,99.83,43.37,5.53,4.91,0.14,13.55,6.91,0.47,4.54,2.8,0.94,0.43
2022-09-08,Resita,35.3,89.72,31.7,34.69,7.01,1.65,39.36,0.05,0.26,1.64,0.17,17.88,0.76
2022-09-09,Resita,55.26,266.23,146.85,28.7,0.7,3.4,3.56,23.13,0.32,4.59,0.94,13.99,0.31
2022-09-10,Resita,56.18,169.38,61.14,70.62,4.52,0.04,11.11,22.09,0.49,0.35,1.14,2.46,0.52
2022-09-11,Resita,54.33,97.56,103.61,84.48,8.77,1.42,0.56,16.58,0.47,3.65,0.03,7.11,0.24
2022-09-12,Resita,53.66,334.48,31.66,19.5,6.71,1.27,49.57,9.02,0.16,2.37,3.26,13.55,0.95
2022-09-13,Resita,60.95,110.74,108.95,33.34,8.66,3.77,45.45,23.18,0.34,0.17,5.0,15.21,0.32
2022-09-14,Resita,52.54,338.31,19.25,82.28,7.55,2.74,49.4,13.18,0.28,3.43,0.45,7.73,0.58
2022-09-15,Resita,52.39,0.36,69.05,115.38,8.78,1.98,48.75,9.62,0.33,3.09,2.74,9.6,0.06
2022-09-16,Resita,55.47,89.21,139.21,92.61,2.42,2.92,18.2,7.31,0.26,0.42,4.51,15.33,0.43
2022-09-17,Resita,54.86,134.45,123.17,0.32,5.42,3.76,28.49,15.18,0.29,1.87,3.3,7.73,0.22
2022-09-18,Resita,54.55,145.74,171.97,29.83,8.5,3.52,41.51,24.52,0.35,0.95,3.09,5.56,0.81
2022-09-19,Resita,32.91,46.75,178.59,23.97,4.47,1.33,37.23,22.44,0.31,5.17,1.44,10.18,0.09
2022-09-20,Resita,54.88,244.32,150.78,1.99,7.05,1.42,2.41,20.83,0.34,2.27,4.58,15.72,0.87
2022-09-21,Resita,38.18,163.78,64.61,54.12,2.16,4.61,26.29,13.4,0.48,2.17,0.49,2.04,0.48
2022-09-22,Resita,58.64,181.65,135.27,88.39,5.69,2.49,47.6,21.43,0.18,5.36,4.3,8.34,0.94
2022-09-23,Resita,50.23,345.15,140.2,56.96,3.77,3.11,44.03,18.02,0.22,1.19,2.5,16.57,0.4
2022-09-24,Resita,49.2,53.63,105.42,22.17,0.92,0.22,43.19,13.74,0.26,4.22,0.93,16.7,0.69
2022-09-25,Resita,65.49,71.67,152.19,19.11,5.16,1.47,43.15,9.16,0.27,5.49,2.96,1.35,0.13
2022-09-26,Resita,34.33,330.93,169.99,2.3,0.98,0.6,15.17,5.95,0.0,0.58,4.73,13.58,0.42
2022-09-27,Resita,55.17,50.66,85.37,53.33,0.2,2.22,35.74,4.59,0.24,1.21,2.82,0.46,0.84
2022-09-28,Resita,56.48,335.86,104.0,109.94,3.92,3.75,35.1,2.71,0.25,3.28,0.42,19.83,0.97
